testbed,timestamp,commit_sha,commit_branch,commit_timestamp,commit_author_timestamp,benchmark_name,benchmark_fullname,benchmark_mean_s,benchmark_stddev_s,benchmark_median_s,benchmark_iqr_s,benchmark_rounds,benchmark_iterations
ubuntu-latest,2025-03-03T13:17:53.396540+00:00,4692d5f4a8874eb13e95e2cee419432a7d9b63ce,main,2025-03-03T13:16:23+00:00,2025-03-03T13:11:45+00:00,test_any_overlapping,tests/benchmarks/test_ranges.py::test_any_overlapping,0.002012492,0.000014812,0.002007579,0.000015519,470,1
ubuntu-latest,2025-03-03T13:17:53.396540+00:00,4692d5f4a8874eb13e95e2cee419432a7d9b63ce,main,2025-03-03T13:16:23+00:00,2025-03-03T13:11:45+00:00,test_any_gaps,tests/benchmarks/test_ranges.py::test_any_gaps,0.007266778,0.000051745,0.007256416,0.000054532,133,1
ubuntu-latest,2025-03-03T13:17:53.396540+00:00,4692d5f4a8874eb13e95e2cee419432a7d9b63ce,main,2025-03-03T13:16:23+00:00,2025-03-03T13:11:45+00:00,test_intersection_is_none,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_intersection_is_none,4.18e-7,4.1e-8,4.14e-7,5e-9,106068,20
ubuntu-latest,2025-03-03T13:17:53.396540+00:00,4692d5f4a8874eb13e95e2cee419432a7d9b63ce,main,2025-03-03T13:16:23+00:00,2025-03-03T13:11:45+00:00,test_intersection_is_not_none,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_intersection_is_not_none,4.857e-6,7.3e-7,4.779e-6,9.1e-8,106293,1
ubuntu-latest,2025-03-03T13:17:53.396540+00:00,4692d5f4a8874eb13e95e2cee419432a7d9b63ce,main,2025-03-03T13:16:23+00:00,2025-03-03T13:11:45+00:00,test_union_is_none,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_union_is_none,4.24e-7,4.2e-8,4.2e-7,3e-9,110779,20
ubuntu-latest,2025-03-03T13:17:53.396540+00:00,4692d5f4a8874eb13e95e2cee419432a7d9b63ce,main,2025-03-03T13:16:23+00:00,2025-03-03T13:11:45+00:00,test_union_is_not_none,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_union_is_not_none,4.919e-6,7.24e-7,4.839e-6,8e-8,109326,1
ubuntu-latest,2025-03-03T13:17:53.396540+00:00,4692d5f4a8874eb13e95e2cee419432a7d9b63ce,main,2025-03-03T13:16:23+00:00,2025-03-03T13:11:45+00:00,test_sorting,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_sorting,0.241030096,0.004984981,0.240853982,0.006163463,5,1
