testbed,timestamp,commit_sha,commit_branch,commit_timestamp,commit_author_timestamp,benchmark_name,benchmark_fullname,benchmark_mean_s,benchmark_stddev_s,benchmark_median_s,benchmark_iqr_s,benchmark_rounds,benchmark_iterations
ubuntu-latest,2025-03-03T12:50:37.137069+00:00,7c6d4f577c5cb8db3dfde907d40233c5ff971360,main,2025-03-03T12:49:06.000000+0000,2025-03-03T12:05:42.000000+0000,test_any_overlapping,tests/benchmarks/test_ranges.py::test_any_overlapping,0.0020334223923248324,0.0000168671899250334,0.00203337100001022,0.000015349000015874026,469,1
ubuntu-latest,2025-03-03T12:50:37.137069+00:00,7c6d4f577c5cb8db3dfde907d40233c5ff971360,main,2025-03-03T12:49:06.000000+0000,2025-03-03T12:05:42.000000+0000,test_any_gaps,tests/benchmarks/test_ranges.py::test_any_gaps,0.007247905503649431,0.00003358144243662683,0.0072420730000146705,0.00003368474996534587,137,1
ubuntu-latest,2025-03-03T12:50:37.137069+00:00,7c6d4f577c5cb8db3dfde907d40233c5ff971360,main,2025-03-03T12:49:06.000000+0000,2025-03-03T12:05:42.000000+0000,test_intersection_is_none,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_intersection_is_none,4.2222197342217757e-7,6.776031847394647e-8,4.1675000090890534e-7,3.050000429993805e-9,112272,20
ubuntu-latest,2025-03-03T12:50:37.137069+00:00,7c6d4f577c5cb8db3dfde907d40233c5ff971360,main,2025-03-03T12:49:06.000000+0000,2025-03-03T12:05:42.000000+0000,test_intersection_is_not_none,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_intersection_is_not_none,4.82418572969232e-6,6.428326260712489e-7,4.769000014448466e-6,6.899998084008985e-8,112906,1
ubuntu-latest,2025-03-03T12:50:37.137069+00:00,7c6d4f577c5cb8db3dfde907d40233c5ff971360,main,2025-03-03T12:49:06.000000+0000,2025-03-03T12:05:42.000000+0000,test_union_is_none,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_union_is_none,4.244395835470808e-7,4.108595775899194e-8,4.197500004465837e-7,4.0499998021914825e-9,109927,20
ubuntu-latest,2025-03-03T12:50:37.137069+00:00,7c6d4f577c5cb8db3dfde907d40233c5ff971360,main,2025-03-03T12:49:06.000000+0000,2025-03-03T12:05:42.000000+0000,test_union_is_not_none,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_union_is_not_none,4.7817498607855285e-6,6.894101756609469e-7,4.71900000320602e-6,6.900000926179928e-8,113161,1
ubuntu-latest,2025-03-03T12:50:37.137069+00:00,7c6d4f577c5cb8db3dfde907d40233c5ff971360,main,2025-03-03T12:49:06.000000+0000,2025-03-03T12:05:42.000000+0000,test_sorting,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_sorting,0.211533147800003,0.0028435009077125654,0.21045627500001274,0.0033392999999932726,5,1
