testbed,timestamp,commit_sha,commit_branch,commit_timestamp,commit_author_timestamp,benchmark_name,benchmark_fullname,benchmark_mean_s,benchmark_stddev_s,benchmark_median_s,benchmark_iqr_s,benchmark_rounds,benchmark_iterations
ubuntu-latest,2025-03-03T13:29:30.145860+00:00,ccafbb2b162466934e4c88d98f3a60e2e57bbf46,main,2025-03-03T13:27:52+00:00,2025-03-03T13:27:52+00:00,test_any_overlapping,tests/benchmarks/test_ranges.py::test_any_overlapping,0.002204904,0.000432584,0.002023825,0.000042361,463,1
ubuntu-latest,2025-03-03T13:29:30.145860+00:00,ccafbb2b162466934e4c88d98f3a60e2e57bbf46,main,2025-03-03T13:27:52+00:00,2025-03-03T13:27:52+00:00,test_any_gaps,tests/benchmarks/test_ranges.py::test_any_gaps,0.007244145,0.000084215,0.007234383,0.000057201,135,1
ubuntu-latest,2025-03-03T13:29:30.145860+00:00,ccafbb2b162466934e4c88d98f3a60e2e57bbf46,main,2025-03-03T13:27:52+00:00,2025-03-03T13:27:52+00:00,test_intersection_is_none,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_intersection_is_none,4.27e-7,1e-7,4.23e-7,7e-9,106987,20
ubuntu-latest,2025-03-03T13:29:30.145860+00:00,ccafbb2b162466934e4c88d98f3a60e2e57bbf46,main,2025-03-03T13:27:52+00:00,2025-03-03T13:27:52+00:00,test_intersection_is_not_none,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_intersection_is_not_none,4.748e-6,7.25e-7,4.658e-6,1.9e-7,106519,1
ubuntu-latest,2025-03-03T13:29:30.145860+00:00,ccafbb2b162466934e4c88d98f3a60e2e57bbf46,main,2025-03-03T13:27:52+00:00,2025-03-03T13:27:52+00:00,test_union_is_none,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_union_is_none,4.16e-7,3.8e-8,4.12e-7,2e-9,109087,20
ubuntu-latest,2025-03-03T13:29:30.145860+00:00,ccafbb2b162466934e4c88d98f3a60e2e57bbf46,main,2025-03-03T13:27:52+00:00,2025-03-03T13:27:52+00:00,test_union_is_not_none,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_union_is_not_none,4.737e-6,7.24e-7,4.659e-6,6.9e-8,109806,1
ubuntu-latest,2025-03-03T13:29:30.145860+00:00,ccafbb2b162466934e4c88d98f3a60e2e57bbf46,main,2025-03-03T13:27:52+00:00,2025-03-03T13:27:52+00:00,test_sorting,tests/benchmarks/test_ranges.py::TestFiniteDatetimeRange::test_sorting,0.235469975,0.003415213,0.233861418,0.005939591,5,1
